tweet,tweet_clean,label
"pembakar,bendara,merah,putih,wajib,tangkap,propaganda,mengalihkan,isu,wajib,tangkap,bendera,partai,komunis,indonesia,wajib,hukum,tentara,nasional,indonesia,divhumas,kepolisian,republik,indonesia,menyita,sajasaat,pandemi,gontok,politik,pikir,pemerintah,covid,selesai,minggat","pembakar,bendara,merah,putih,wajib,tangkap,propaganda,mengalihkan,isu,wajib,tangkap,bendera,partai,komunis,indonesia,wajib,hukum,tentara,nasional,indonesia,divhumas,kepolisian,republik,indonesia,menyita,sajasaat,pandemi,gontok,politik,pikir,pemerintah,covid,selesai,minggat",negative
"alih,alih,menurunkan,kurva,pandemi,covid,pemerintah,sabar,membuka,keran,ekonomi,menggalakkan,herd,immunity,membanjiri,ruang,publik,istilah,new,normal,ekonomi,kesehatan,diambang,ketidakpastian","alih,alih,menurunkan,kurva,pandemi,covid,pemerintah,sabar,membuka,keran,ekonomi,menggalakkan,herd,immunity,membanjiri,ruang,publik,istilah,new,normal,ekonomi,kesehatan,diambang,ketidakpastian",positive
"beda,banget,mas,ebola,covid,segi,politik,geografis,etc,liberia,civil,war,chaotic,banget,kekuatan,ngesupress,kebijakan,pemerintah,mention,sanitary,sistemnya,one,worst","beda,banget,mas,ebola,covid,segi,politik,geografis,etc,liberia,civil,war,chaotic,banget,kekuatan,ngesupress,kebijakan,pemerintah,mention,sanitary,sistemnya,one,worst",negative
"ayo,datuakrajoangek,dorong,new,normal,standar,covid,disiapkan,siapjgn,dipaksakan,pemerintah,siapkan,saluran,laporan,penindakan,himbauan","ayo,datuakrajoangek,dorong,new,normal,standar,covid,disiapkan,siapjgn,dipaksakan,pemerintah,siapkan,saluran,laporan,penindakan,himbauan",positive
"new,normal,ambek,psbb,dik,malang,bedane,wkwk,nek,era,new,normal,sing,kenek,covid,dirawat,gur,dijarno,ambek,pemerintah","new,normal,ambek,psbb,dik,malang,bedane,wkwk,nek,era,new,normal,sing,kenek,covid,dirawat,gur,dijarno,ambek,pemerintah",positive
"majelis,ulama,indonesia,pemerintah,mengikuti,standar,menerapkan,new,normal,pandemi,covid,penerapan,new,normal,majelis,ulama,indonesia,mengeluarkan,maklumat,bernomor,kep,uang,muka,majelis,ulama,indonesia,tertanggal,mei,talk,wakil,ketua,majelis,ulama,indonesia,muhyidin,junaidi,dengerinelshintadirumahaja","majelis,ulama,indonesia,pemerintah,mengikuti,standar,menerapkan,new,normal,pandemi,covid,penerapan,new,normal,majelis,ulama,indonesia,mengeluarkan,maklumat,bernomor,kep,uang,muka,majelis,ulama,indonesia,tertanggal,mei,talk,wakil,ketua,majelis,ulama,indonesia,muhyidin,junaidi,dengerinelshintadirumahaja",positive
"menjalankan,prosedur,standar,new,normal,standar,baku,protokol,kesehatan,pemerintah,lindungi,keluarga,covid,ayo,cegah,corona,virus,stop,penyebaran,virus,corona,covid,dirumahaja,polricegahviruscorona,bersamacegahcovid","menjalankan,prosedur,standar,new,normal,standar,baku,protokol,kesehatan,pemerintah,lindungi,keluarga,covid,ayo,cegah,corona,virus,stop,penyebaran,virus,corona,covid,dirumahaja,polricegahviruscorona,bersamacegahcovid",positive
"pemerintah,menggaungkan,new,normal,kena,covid,melonjak,dibiarkan,new,normal,psbb","pemerintah,menggaungkan,new,normal,kena,covid,melonjak,dibiarkan,new,normal,psbb",positive
"knpaku,ngrasa,pemerintah,memaksakn,new,normal,dterapkan,covid,meningkat,mlg,raya,info,terbaru,penambahan,positif,covid,hmmmmm","knpaku,ngrasa,pemerintah,memaksakn,new,normal,dterapkan,covid,meningkat,mlg,raya,info,terbaru,penambahan,positif,covid,hmmmmm",positive
"pemerintah,kabupaten,tangerang,fase,normal,dikenal,new,normal,pandemi,covid,salah,satunya,membuka,ibadah,bupati,tangerang,ahmed,zaki,iskandar","pemerintah,kabupaten,tangerang,fase,normal,dikenal,new,normal,pandemi,covid,salah,satunya,membuka,ibadah,bupati,tangerang,ahmed,zaki,iskandar",positive
"setuju,publik,menjalankan,new,normal,pemerintah,beberkan,capaian,penanganan,covid","setuju,publik,menjalankan,new,normal,pemerintah,beberkan,capaian,penanganan,covid",positive
"publik,menjalankan,new,normal,pemerintah,beberkan,capaian,penanganan,covid","publik,menjalankan,new,normal,pemerintah,beberkan,capaian,penanganan,covid",positive
"tepatkah,terapkan,new,normal,hai,sobat,bsi,pandemi,peraturan,kebiasaan,lakukan,menjaga,orang,orang,disekitar,terhindar,virus,covid,pemerintah,memiliki,gagasan,diberlakukannya,new,normal","tepatkah,terapkan,new,normal,hai,sobat,bsi,pandemi,peraturan,kebiasaan,lakukan,menjaga,orang,orang,disekitar,terhindar,virus,covid,pemerintah,memiliki,gagasan,diberlakukannya,new,normal",positive
"masyarakat,patuh,psbb,wajar,keselnya,permukaan,pemerintah,kampanye,new,normal,korban,positif,bertambah,kokrasanya,aduh,berdamai,covid,berdamai,kematian,dipaksa,akrab,kehilangan","masyarakat,patuh,psbb,wajar,keselnya,permukaan,pemerintah,kampanye,new,normal,korban,positif,bertambah,kokrasanya,aduh,berdamai,covid,berdamai,kematian,dipaksa,akrab,kehilangan",positive
"ketidakpercyaan,masyarakat,pemerintah,normal,pasien,covid,bertambah,bantuan,tenaga,medis,kwalahan,indonesiaabnormal","ketidakpercyaan,masyarakat,pemerintah,normal,pasien,covid,bertambah,bantuan,tenaga,medis,kwalahan,indonesiaabnormal",positive
"new,normal,diberlakukan,pasien,covid,ditanggung,pemerintah,badan,penyelenggara,jaminan,sosial,dinaikkan,kah,seleksi,alam,berlaku","new,normal,diberlakukan,pasien,covid,ditanggung,pemerintah,badan,penyelenggara,jaminan,sosial,dinaikkan,kah,seleksi,alam,berlaku",positive
"indonesia,new,normal,disiplin,taat,melaksanakan,himbauan,pemerintah,melewati,pandemi,covid,bersatumelawancovid,polriuntukindonesia,divhumaspolri,humaspoldantb,humaspolreslobar","indonesia,new,normal,disiplin,taat,melaksanakan,himbauan,pemerintah,melewati,pandemi,covid,bersatumelawancovid,polriuntukindonesia,divhumaspolri,humaspoldantb,humaspolreslobar",positive
"mestinya,pemerintah,jujur,situasi,penanganan,covid,terkendali,wacana,new,normal,kedok,menutupi,ketdkmampuan,pemerintah,tangani,covid,sukamta,keterangannya","mestinya,pemerintah,jujur,situasi,penanganan,covid,terkendali,wacana,new,normal,kedok,menutupi,ketdkmampuan,pemerintah,tangani,covid,sukamta,keterangannya",positive
"tahan,half,covid,deaths,indonesia,people,age,pemerintah,kerja,kantor,hem","tahan,half,covid,deaths,indonesia,people,age,pemerintah,kerja,kantor,hem",positive
"new,normal,perubahan,perilaku,diterapkan,masyarakat,menjalankan,aktivitas,normal,mematuhi,protokol,kesehatan,ditetapkan,pemerintah,mencegah,penularan,covid","new,normal,perubahan,perilaku,diterapkan,masyarakat,menjalankan,aktivitas,normal,mematuhi,protokol,kesehatan,ditetapkan,pemerintah,mencegah,penularan,covid",positive
"mengetren,new,normal,dianggap,kebohongan,pemerintah,tatanan,normal,berdampingan,covid,diberbagai,aspek,kehidupan,menggerakkan,aktivitas,ekonomi,sosial,masyarakat,sembari,menunggu,obat,virus,mematikan,ditemukan","mengetren,new,normal,dianggap,kebohongan,pemerintah,tatanan,normal,berdampingan,covid,diberbagai,aspek,kehidupan,menggerakkan,aktivitas,ekonomi,sosial,masyarakat,sembari,menunggu,obat,virus,mematikan,ditemukan",positive
"pemerintah,era,pemerintah,pusat,mengumumkan,era,pemulihan,pasca,pandemi,covid,istilahnya,new,normal,mengikuti,sesuai,regulasi","pemerintah,era,pemerintah,pusat,mengumumkan,era,pemulihan,pasca,pandemi,covid,istilahnya,new,normal,mengikuti,sesuai,regulasi",positive
"dewan,perwakilan,rakyat,rencana,pemerintah,melaksanakan,protokol,tatanan,normal,produktif,aman,covid,rinciannya,teknis,protokolnya,terburu,buru,memunculkan,kebingungan,masyarakat,dewan,perwakilan,rakyat,ri,puan,centre","dewan,perwakilan,rakyat,rencana,pemerintah,melaksanakan,protokol,tatanan,normal,produktif,aman,covid,rinciannya,teknis,protokolnya,terburu,buru,memunculkan,kebingungan,masyarakat,dewan,perwakilan,rakyat,ri,puan,centre",positive
"infotapisberseri,dewan,perwakilan,rakyat,daerah,kota,bandar,lampung,pemerintah,kota,pemerintah,kota,mengahadapi,penerapan,new,normal,pandemi,covid,cc,hi,hermanhn,newnormal,newnormalpulihkanekonomi","infotapisberseri,dewan,perwakilan,rakyat,daerah,kota,bandar,lampung,pemerintah,kota,pemerintah,kota,mengahadapi,penerapan,new,normal,pandemi,covid,cc,hi,hermanhn,newnormal,newnormalpulihkanekonomi",positive
"bocoran,skenario,new,normal,pegawai,negeri,sipil,pegawai,badan,usaha,milik,negara,pemerintah,skenario,new,normal,aparatur,sipil,negara,aparatur,sipil,negara,pegawai,negeri,sipil,pandemi,covid","bocoran,skenario,new,normal,pegawai,negeri,sipil,pegawai,badan,usaha,milik,negara,pemerintah,skenario,new,normal,aparatur,sipil,negara,aparatur,sipil,negara,pegawai,negeri,sipil,pandemi,covid",positive
"new,normal,alasan,pemerintah,sanggup,tangani,covid","new,normal,alasan,pemerintah,sanggup,tangani,covid",positive
"kena,covid,dengungin,jargon,new,normal,salah,masyarakat,pemerintah","kena,covid,dengungin,jargon,new,normal,salah,masyarakat,pemerintah",positive
"pemerintah,provinsi,sumatra,utara,penerapan,new,normal,menggerakkan,kegiatan,sosial,ekonomi,masyarakat,pandemi,covid,diterapkan,pemerintah,pusat","pemerintah,provinsi,sumatra,utara,penerapan,new,normal,menggerakkan,kegiatan,sosial,ekonomi,masyarakat,pandemi,covid,diterapkan,pemerintah,pusat",positive
"cintapapuabarat,papua,terpisahkan,negara,kesatuan,republik,indonesia,cintapapua,new,normal,berdamai,berdampingan,hidup,pandemi,covid,taati,himbauan,pemerintah,mengedepankan,protokol,kesehatan,wajib,pakai,masker,jaga,jarak,cuci,tangan","cintapapuabarat,papua,terpisahkan,negara,kesatuan,republik,indonesia,cintapapua,new,normal,berdamai,berdampingan,hidup,pandemi,covid,taati,himbauan,pemerintah,mengedepankan,protokol,kesehatan,wajib,pakai,masker,jaga,jarak,cuci,tangan",positive
"covid,new,normal,buka,tutup,jalan,menunggu,keputusan,pemerintah,kailipost","covid,new,normal,buka,tutup,jalan,menunggu,keputusan,pemerintah,kailipost",positive
"pemerintah,rezimjkw,maling,perampok,nama,negara,kemarin,triliun,covid,triliun,new,normal,dasar,bangkai,hayyo,pilih,wallahualam,bissawab","pemerintah,rezimjkw,maling,perampok,nama,negara,kemarin,triliun,covid,triliun,new,normal,dasar,bangkai,hayyo,pilih,wallahualam,bissawab",positive
"sukamta,new,normal,kedok,pemerintah,menutupi,kegagalan,tangani,covid","sukamta,new,normal,kedok,pemerintah,menutupi,kegagalan,tangani,covid",positive
"status,force,majeure,mei,besok,penanganan,covid,pemerintah,baiknya,kompetisi,dilanjut,sih,pertimbangan,dilanjut,liga,main,jadindak,ribet,monggo,beropini,dab","status,force,majeure,mei,besok,penanganan,covid,pemerintah,baiknya,kompetisi,dilanjut,sih,pertimbangan,dilanjut,liga,main,jadindak,ribet,monggo,beropini,dab",positive
"pt,pertamina,persero,new,grass,root,refinery,ngrr,tuban,menyerahkan,bantuan,unit,mobil,ambulans,pemerintah,kabupaten,tuban,jawa,timur,penunjang,fasilitas,tim,medis,penanganan,pandemi,virus,corona,covid,wilayah,ksbupaten","pt,pertamina,persero,new,grass,root,refinery,ngrr,tuban,menyerahkan,bantuan,unit,mobil,ambulans,pemerintah,kabupaten,tuban,jawa,timur,penunjang,fasilitas,tim,medis,penanganan,pandemi,virus,corona,covid,wilayah,ksbupaten",positive
"peraturan,pemerintah,pengganti,undang,undang,corona,tolakmemperlambat,kerja,pemerintah,atasin,wabah,corona,main,partai,keadilan,sejahtera,partai,keadilan,sejahtera,negara,selesai,selesai,wabah,covidjahat","peraturan,pemerintah,pengganti,undang,undang,corona,tolakmemperlambat,kerja,pemerintah,atasin,wabah,corona,main,partai,keadilan,sejahtera,partai,keadilan,sejahtera,negara,selesai,selesai,wabah,covidjahat",positive
"ketua,majelis,permusyawaratan,rakyat,bambang,soesatyo,pemerintah,mengkaji,era,normal,gelombang,covid","ketua,majelis,permusyawaratan,rakyat,bambang,soesatyo,pemerintah,mengkaji,era,normal,gelombang,covid",positive
"satuan,tugas,covid,karawang,new,normal,warga,bebas,nongkrong,juru,bicara,covid,kabupaten,karawang,fitra,hergyana,pemerintah,menjalankan,new,normal","satuan,tugas,covid,karawang,new,normal,warga,bebas,nongkrong,juru,bicara,covid,kabupaten,karawang,fitra,hergyana,pemerintah,menjalankan,new,normal",positive
"sukseskan,kebijakan,new,normal,polisi,resor,jepara,perketat,protokol,kesehatan,murianews,jepara,seiring,perkembangan,pandemi,covid,mereda,pemerintah,merencanakan,menerapkan","sukseskan,kebijakan,new,normal,polisi,resor,jepara,perketat,protokol,kesehatan,murianews,jepara,seiring,perkembangan,pandemi,covid,mereda,pemerintah,merencanakan,menerapkan",positive
"salah,orang,hidup,pariwisata,pastinya,berharap,turis,berkunjung,optimis,new,normal,absurd,sih,langkah,langkah,pemerintah,covid","salah,orang,hidup,pariwisata,pastinya,berharap,turis,berkunjung,optimis,new,normal,absurd,sih,langkah,langkah,pemerintah,covid",negative
"selesai,curhat,colongan,kurva,covid,dipaksain,new,normal,pemerintah,ruwet,kali,mbulet,siapkah,hunger,game","selesai,curhat,colongan,kurva,covid,dipaksain,new,normal,pemerintah,ruwet,kali,mbulet,siapkah,hunger,game",negative
"new,normal,bentuk,kepasrahan,pemerintah,menghadapi,covid","new,normal,bentuk,kepasrahan,pemerintah,menghadapi,covid",positive
"new,normal,berjalan,pemerintah,upaya,sistematis,terkordinasi,konsisten,pengawasan,publik,law,enforcement,dalamnya,mmperbesar,kpasitas,sektor,kesehatan,mengantisipasi,lonjakan,covid","new,normal,berjalan,pemerintah,upaya,sistematis,terkordinasi,konsisten,pengawasan,publik,law,enforcement,dalamnya,mmperbesar,kpasitas,sektor,kesehatan,mengantisipasi,lonjakan,covid",positive
"titik,jenuh,cape,aturan,covid,pemerintah,bilang,new,normal,tanggal,segini,pemerintah,bilang,new,normal,tanggal,tolong,aturan,disinkronkan,rakyat,bingung,pranknewnomal","titik,jenuh,cape,aturan,covid,pemerintah,bilang,new,normal,tanggal,segini,pemerintah,bilang,new,normal,tanggal,tolong,aturan,disinkronkan,rakyat,bingung,pranknewnomal",positive
"kunjungan,rangka,meninjau,kesiapan,pemerintah,jelang,era,normal,new,normal,beraktivitas,pandemi,virus,corona,covid","kunjungan,rangka,meninjau,kesiapan,pemerintah,jelang,era,normal,new,normal,beraktivitas,pandemi,virus,corona,covid",positive
"pedoman,rakyat,parepare,wali,kota,parepare,hem,taufan,pawe,mengumumkan,terkait,kebijakan,pemerintah,pusat,penerapan,kehidupan,new,normal,ditengah,pandemik,covid,langsung","pedoman,rakyat,parepare,wali,kota,parepare,hem,taufan,pawe,mengumumkan,terkait,kebijakan,pemerintah,pusat,penerapan,kehidupan,new,normal,ditengah,pandemik,covid,langsung",positive
"pemerintah,peduli,covid,menambah,positif,mati,corona,bodoh,label,new,normal,artikan,hidup,kegilaan,pemerintah,gendeng","pemerintah,peduli,covid,menambah,positif,mati,corona,bodoh,label,new,normal,artikan,hidup,kegilaan,pemerintah,gendeng",positive
"jawa,timur,angka,covid,nya,pemerintah,pusat,new,normal,situ,ah","jawa,timur,angka,covid,nya,pemerintah,pusat,new,normal,situ,ah",positive
"pemerintah,kabupaten,probolinggo,meluncurkan,desa,tangguh,covid,menghadapi,era,normal,digelar,water,spot,kampoeng,hati,desa,gading,wetan,kabupaten,probolinggo,jawa,timur,kamis","pemerintah,kabupaten,probolinggo,meluncurkan,desa,tangguh,covid,menghadapi,era,normal,digelar,water,spot,kampoeng,hati,desa,gading,wetan,kabupaten,probolinggo,jawa,timur,kamis",positive
"satuan,tugas,lawan,covid,dewan,perwakilan,rakyat,ri,melanjutkan,roadshownya,kementerian,negeri,rangka,peninjauan,kesiapan,menjelang,penerapan,new,normal,koordinasi,pemerintah,daerah,provinsi,kabupaten,kota,penanganan,covid","satuan,tugas,lawan,covid,dewan,perwakilan,rakyat,ri,melanjutkan,roadshownya,kementerian,negeri,rangka,peninjauan,kesiapan,menjelang,penerapan,new,normal,koordinasi,pemerintah,daerah,provinsi,kabupaten,kota,penanganan,covid",positive
"majelis,ulama,indonesia,pemerintah,terapkan,new,normal,perhatikan,pengendalian,covid","majelis,ulama,indonesia,pemerintah,terapkan,new,normal,perhatikan,pengendalian,covid",positive
"pandemi,covid,berimbas,kehidupan,kejadian,divideo,salah,alasan,pemerintah,mmberlakukan,new,normal,masyarakat,mencari,nafkah,mengikuti,prosedur,mncegah,pnyebaran,corona","pandemi,covid,berimbas,kehidupan,kejadian,divideo,salah,alasan,pemerintah,mmberlakukan,new,normal,masyarakat,mencari,nafkah,mengikuti,prosedur,mncegah,pnyebaran,corona",positive
"new,normal,kenormalan,kewajaran,kelaziman,istilah,ekonomi,bisnis,pakai,istilah,ruwet,pemerintah,kewalahan,mengatasi,covid,cina","new,normal,kenormalan,kewajaran,kelaziman,istilah,ekonomi,bisnis,pakai,istilah,ruwet,pemerintah,kewalahan,mengatasi,covid,cina",positive
"short,term,visiting,ditutup,total,terminal,ditutup,tourism,rate,drop,due,covid,lihat,pemerintah,support,every,damaged,sector,even,employees,amazing,biaya,hidup,pajak","short,term,visiting,ditutup,total,terminal,ditutup,tourism,rate,drop,due,covid,lihat,pemerintah,support,every,damaged,sector,even,employees,amazing,biaya,hidup,pajak",positive
"positif,covid,sehari,ratusan,orang,pemerintah,panik,psbb,harinya,positif,parah,seribu,pemerintah,koar,koar,new,normal,jidatmu,mindblown,newnormal","positif,covid,sehari,ratusan,orang,pemerintah,panik,psbb,harinya,positif,parah,seribu,pemerintah,koar,koar,new,normal,jidatmu,mindblown,newnormal",positive
"pemerintah,diimbau,fokus,landaikan,kurva,covid,new,normal","pemerintah,diimbau,fokus,landaikan,kurva,covid,new,normal",positive
"new,normal,trial,error,pemerintah,kamerad,sandalista,berlianidris,donadam,desakita,notaslimboy,faridgaban,menteri,perekonomian,airlangga,new,normal,dihentikan,gelombang,covid","new,normal,trial,error,pemerintah,kamerad,sandalista,berlianidris,donadam,desakita,notaslimboy,faridgaban,menteri,perekonomian,airlangga,new,normal,dihentikan,gelombang,covid",positive
"kuipers,bicara,new,normal,indonesia,bek,persib,nick,kuipers,tanggapannya,terkait,kebijakan,new,normal,tatanan,normal,dikampanyekan,pemerintah,pandemi,covid","kuipers,bicara,new,normal,indonesia,bek,persib,nick,kuipers,tanggapannya,terkait,kebijakan,new,normal,tatanan,normal,dikampanyekan,pemerintah,pandemi,covid",positive
"upaya,penanganan,covid,pemerintah,kota,tanjungbalai,ajukan,new,normal,pemerintah,pusat","upaya,penanganan,covid,pemerintah,kota,tanjungbalai,ajukan,new,normal,pemerintah,pusat",positive
"sisi,pemerintah,mengambil,kebijakan,new,normal,tau,covid,konspirasi,dunia,kali,pemerintah,takut,takut,nih,virus,warganya,kebanyakan,nih,jt,mugkin,ngurangin,kali,wkwk","sisi,pemerintah,mengambil,kebijakan,new,normal,tau,covid,konspirasi,dunia,kali,pemerintah,takut,takut,nih,virus,warganya,kebanyakan,nih,jt,mugkin,ngurangin,kali,wkwk",positive
"mestinya,pemerintah,jujur,situasi,penanganan,covid,terkendali,wacana,new,normal,kedok,menutupi,ketidakmampuan,pemerintah,tangani,covid","mestinya,pemerintah,jujur,situasi,penanganan,covid,terkendali,wacana,new,normal,kedok,menutupi,ketidakmampuan,pemerintah,tangani,covid",positive
"pemerintah,mewacanakan,new,normal,fase,kehidupan,bangsa,masyarakat,pandemi,covid,newnormal","pemerintah,mewacanakan,new,normal,fase,kehidupan,bangsa,masyarakat,pandemi,covid,newnormal",positive
"antah,berantah,vaksin,covid,new,normal,solusi,pemerintah","antah,berantah,vaksin,covid,new,normal,solusi,pemerintah",positive
"daerah,menerapkan,psbb,pengendalian,covid,pemerintah,protokol,kesehatan,kondisi,normal,tepatkah,penerapan,normal,kondisi,pandemi,mereda,sisi,malam,tvone,duasisitvone","daerah,menerapkan,psbb,pengendalian,covid,pemerintah,protokol,kesehatan,kondisi,normal,tepatkah,penerapan,normal,kondisi,pandemi,mereda,sisi,malam,tvone,duasisitvone",positive
"mengamankan,provinsi,jawa,barat,new,normal,indonesia,tentara,nasional,indonesia,pemerintah,provinsi,jawa,barat,menerapkan,pembatasan,aktivitas,masyarakat,pam,rangka,percepatan,penanganan,covid,menyambut,new,normal,disiplinpolahidupbaru","mengamankan,provinsi,jawa,barat,new,normal,indonesia,tentara,nasional,indonesia,pemerintah,provinsi,jawa,barat,menerapkan,pembatasan,aktivitas,masyarakat,pam,rangka,percepatan,penanganan,covid,menyambut,new,normal,disiplinpolahidupbaru",positive
"ayo,emak,emak,sayang,anaknya,dibantu,isi,petisi,new,normal,ajang,coba,coba,pemerintah,anak,anak,tercinta,gugus,tugas,covid,tolak,pembukaan,sekolah,pandemik,corona,tanda,tangani,petisi,via,changeorg,id","ayo,emak,emak,sayang,anaknya,dibantu,isi,petisi,new,normal,ajang,coba,coba,pemerintah,anak,anak,tercinta,gugus,tugas,covid,tolak,pembukaan,sekolah,pandemik,corona,tanda,tangani,petisi,via,changeorg,id",positive
"memertanyakan,diksi,newnormal,wajar,sarat,makna,persepsi,definisi,normal,makna,normal,normal,strsnya,coba,persepsi,pemerintah,konteks,penanganan,covid,sederhana","memertanyakan,diksi,newnormal,wajar,sarat,makna,persepsi,definisi,normal,makna,normal,normal,strsnya,coba,persepsi,pemerintah,konteks,penanganan,covid,sederhana",positive
"hadapi,new,normal,covid,kang,maman,desak,pemerintah,abaikan,pesantren","hadapi,new,normal,covid,kang,maman,desak,pemerintah,abaikan,pesantren",positive
"karyawan,nasabah,duitnya,mengambil,uang,kuliah,semester,diberlakukan,new,normal,kawan,kawantakutnya,covid,parah,indonesia,cmwayahna,dahar,tempe,mampus,pemerintah,mkirin","karyawan,nasabah,duitnya,mengambil,uang,kuliah,semester,diberlakukan,new,normal,kawan,kawantakutnya,covid,parah,indonesia,cmwayahna,dahar,tempe,mampus,pemerintah,mkirin",positive
"temanku,amerika,bilang,pemerintah,melonggarkan,pembatasan,diprotes,warga,new,normal,covid,parah,sedunia,bodoh,bebas,berbisnisgood,luck,deh,warga,amerika","temanku,amerika,bilang,pemerintah,melonggarkan,pembatasan,diprotes,warga,new,normal,covid,parah,sedunia,bodoh,bebas,berbisnisgood,luck,deh,warga,amerika",positive
"new,normal,berjalan,mk,pemerintah,upaya,sistematis,terkoordinasi,konsisten,mlkkn,pengawasan,publik,law,enforcement,dalamnya,memperbesar,kapasitas,sektor,kesehatan,mengantisipasi,lonjakan,penderita,covid","new,normal,berjalan,mk,pemerintah,upaya,sistematis,terkoordinasi,konsisten,mlkkn,pengawasan,publik,law,enforcement,dalamnya,memperbesar,kapasitas,sektor,kesehatan,mengantisipasi,lonjakan,penderita,covid",positive
"null,vaksin,covid,diprediksi,ditemukan,new,normal,solusi,pemerintah","null,vaksin,covid,diprediksi,ditemukan,new,normal,solusi,pemerintah",positive
"wkwk,pemerintah,mengadakan,seminar,iot,revolusi,data,dipakai,keren,banget,cnth,peta,digital,zona,merah,transmisi,lokal,gmaps,tracing,pasien,covid,kena,iot,mantau,tanda,vital,pasien,nurse,station","wkwk,pemerintah,mengadakan,seminar,iot,revolusi,data,dipakai,keren,banget,cnth,peta,digital,zona,merah,transmisi,lokal,gmaps,tracing,pasien,covid,kena,iot,mantau,tanda,vital,pasien,nurse,station",positive
"pemerintah,menerbitkan,surat,edaran,panduan,pencegahan,penularan,covid,rangka,persiapan,masyarakat,new,normal,tanggapan,dunia,medis,menyebut,new,normal,infeksi,covid","pemerintah,menerbitkan,surat,edaran,panduan,pencegahan,penularan,covid,rangka,persiapan,masyarakat,new,normal,tanggapan,dunia,medis,menyebut,new,normal,infeksi,covid",positive
"mestinya,pemerintah,jujur,situasi,penanganan,covid,terkendali,wacana,new,normal,kedok,menutupi,ketidakmampuan,pemerintah,tangani,covid,fpksdprri","mestinya,pemerintah,jujur,situasi,penanganan,covid,terkendali,wacana,new,normal,kedok,menutupi,ketidakmampuan,pemerintah,tangani,covid,fpksdprri",positive
"anwar,sadad,new,normal,bentuk,keputusasaan,pemerintah,hadapi,pandemi,covid","anwar,sadad,new,normal,bentuk,keputusasaan,pemerintah,hadapi,pandemi,covid",positive
"sedari,pemerintah,menganggap,enteng,keberadaan,covid,menyebar,meluas,mitigasinya,becus,grafik,positif,menerapkan,new,normal,eropa,sungguh,langsung,kematian,massal","sedari,pemerintah,menganggap,enteng,keberadaan,covid,menyebar,meluas,mitigasinya,becus,grafik,positif,menerapkan,new,normal,eropa,sungguh,langsung,kematian,massal",positive
"sektor,pariwisata,dibuka,menyusul,rencana,pemerintah,menerapkan,fase,new,normal,pandemi,virus,corona,covid,nasional","sektor,pariwisata,dibuka,menyusul,rencana,pemerintah,menerapkan,fase,new,normal,pandemi,virus,corona,covid,nasional",positive
"pemerintah,pasrahcovid,menambah,nerapin,new,normal,sih","pemerintah,pasrahcovid,menambah,nerapin,new,normal,sih",positive
"tegal,menjelang,tanggap,covid,menguatnya,wacana,era,new,normal,wakil,ketua,komisi,abdul,fikri,faqih,mm,pemerintah,mengindahkan,anjuran,ikatan,dokter,anak,indonesia,idai","tegal,menjelang,tanggap,covid,menguatnya,wacana,era,new,normal,wakil,ketua,komisi,abdul,fikri,faqih,mm,pemerintah,mengindahkan,anjuran,ikatan,dokter,anak,indonesia,idai",positive
"reputasi,penanganan,covid,indonesia,jelek,negara,negara,benaran,normal,travel,warning,warganya,ngunjungin,indonesia,pemerintah,tertampar","reputasi,penanganan,covid,indonesia,jelek,negara,negara,benaran,normal,travel,warning,warganya,ngunjungin,indonesia,pemerintah,tertampar",positive
"pemerintah,pusat,menutup,membuka,pariwisata,provinsi,bali,rangka,new,normal,provinsi,bali,salah,daerah,dianggap,bagus,penanganan,covid,selengkapnya,newsone","pemerintah,pusat,menutup,membuka,pariwisata,provinsi,bali,rangka,new,normal,provinsi,bali,salah,daerah,dianggap,bagus,penanganan,covid,selengkapnya,newsone",positive
"ketua,gugus,tugas,percepatan,penanganan,covid,balikpapan,wali,kota,balikpapan,rizal,effendi,pemerintah,kota,balikpapan,mengkaji,fase,kenormalan,new,normal,tatanan,hidup,balikpapanlawancovid","ketua,gugus,tugas,percepatan,penanganan,covid,balikpapan,wali,kota,balikpapan,rizal,effendi,pemerintah,kota,balikpapan,mengkaji,fase,kenormalan,new,normal,tatanan,hidup,balikpapanlawancovid",positive
"sektor,pariwisata,produktif,aman,covid,pembahasan,pemerintah,jelang,dilakukannya,tatanan,normal,presiden,jajarannya,strategi,khusus,mendorong,wisata,tanah,air,cariberitaditvone,dirumahnontontvone,pariwisataindonesia","sektor,pariwisata,produktif,aman,covid,pembahasan,pemerintah,jelang,dilakukannya,tatanan,normal,presiden,jajarannya,strategi,khusus,mendorong,wisata,tanah,air,cariberitaditvone,dirumahnontontvone,pariwisataindonesia",positive
"new,normal,rumah,sakit,penuh,pasien,covid,pasien,teriak,alkes,bilang,pemerintah,blunder,masyarakat,resah,menyalahkan,hoaks,bikin,analisa,berdasarkan,argumen,ahli,bikin,hoaks,buster","new,normal,rumah,sakit,penuh,pasien,covid,pasien,teriak,alkes,bilang,pemerintah,blunder,masyarakat,resah,menyalahkan,hoaks,bikin,analisa,berdasarkan,argumen,ahli,bikin,hoaks,buster",positive
"pengamat,berita,covid,keputusan,pemerintah,new,normal,sih,tim,medis,gelombang,covid,sih,menurutku,lihat,kedepannya","pengamat,berita,covid,keputusan,pemerintah,new,normal,sih,tim,medis,gelombang,covid,sih,menurutku,lihat,kedepannya",positive
